workorderid,productid,operationsequence,locationid,scheduledstartdate,scheduledenddate,actualstartdate,actualenddate,actualresourcehrs,plannedcost,actualcost,modifieddate
37721,804,1,10,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.1,92.25,92.25,2013-07-12
37721,804,6,50,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12
37726,779,7,60,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.0,49.0,49.0,2013-06-26
37727,780,7,60,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.0,49.0,49.0,2013-06-26
37728,782,7,60,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.0,49.0,49.0,2013-06-26
37729,792,7,60,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.0,49.0,49.0,2013-06-26
37730,793,7,60,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.0,49.0,49.0,2013-06-26
37731,794,7,60,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.0,49.0,49.0,2013-06-26
37732,796,7,60,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.0,49.0,49.0,2013-06-26
37733,801,7,60,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.0,49.0,49.0,2013-06-26
37734,958,7,60,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.0,49.0,49.0,2013-06-26
37735,959,7,60,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.0,49.0,49.0,2013-06-26
37736,966,7,60,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.0,49.0,49.0,2013-06-26
37737,977,7,60,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.0,49.0,49.0,2013-06-26
37738,981,7,60,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.0,49.0,49.0,2013-06-26
37739,998,7,60,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.0,49.0,49.0,2013-06-26
37740,514,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37740,514,7,60,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.0,49.0,49.0,2013-06-26
37741,516,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37741,516,7,60,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.0,49.0,49.0,2013-06-26
37742,517,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37742,517,7,60,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.0,49.0,49.0,2013-06-26
37743,518,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37743,518,7,60,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.0,49.0,49.0,2013-06-26
37744,519,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37744,519,7,60,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.0,49.0,49.0,2013-06-26
37745,520,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37745,520,7,60,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.0,49.0,49.0,2013-06-26
37746,522,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37746,522,7,60,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.0,49.0,49.0,2013-06-26
37752,747,1,10,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.1,92.25,92.25,2013-06-26
37752,747,2,20,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.5,87.5,87.5,2013-06-26
37752,747,3,30,2013-06-15,2013-06-26,2013-06-22,2013-06-26,1.0,14.5,14.5,2013-06-26
37752,747,4,40,2013-06-15,2013-06-26,2013-06-22,2013-06-26,2.0,31.5,31.5,2013-06-26
37752,747,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37752,747,7,60,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.0,49.0,49.0,2013-06-26
37753,748,1,10,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.1,92.25,92.25,2013-06-26
37753,748,2,20,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.5,87.5,87.5,2013-06-26
37753,748,3,30,2013-06-15,2013-06-26,2013-06-22,2013-06-26,1.0,14.5,14.5,2013-06-26
37753,748,5,45,2013-06-15,2013-06-26,2013-06-22,2013-06-26,2.0,36.0,36.0,2013-06-26
37753,748,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37753,748,7,60,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.0,49.0,49.0,2013-06-26
37754,805,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37755,806,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37756,807,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37757,808,1,10,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.1,92.25,92.25,2013-06-26
37757,808,2,20,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.5,87.5,87.5,2013-06-26
37757,808,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37758,810,1,10,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.1,92.25,92.25,2013-06-26
37758,810,2,20,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.5,87.5,87.5,2013-06-26
37758,810,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37759,811,1,10,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.1,92.25,92.25,2013-06-26
37759,811,2,20,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.5,87.5,87.5,2013-06-26
37759,811,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37760,812,1,10,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.1,92.25,92.25,2013-06-26
37760,812,2,20,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.5,87.5,87.5,2013-06-26
37760,812,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37761,813,1,10,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.1,92.25,92.25,2013-06-26
37761,813,2,20,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.5,87.5,87.5,2013-06-26
37761,813,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37762,815,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37763,816,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37764,818,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37765,819,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37766,820,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37767,821,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37768,823,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37769,824,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37770,826,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37771,827,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37772,828,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37773,829,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37778,894,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37782,945,1,10,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.1,92.25,92.25,2013-06-26
37782,945,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37783,946,1,10,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.1,92.25,92.25,2013-06-26
37783,946,2,20,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.5,87.5,87.5,2013-06-26
37783,946,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37784,947,1,10,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.1,92.25,92.25,2013-06-26
37784,947,2,20,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.5,87.5,87.5,2013-06-26
37784,947,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37785,949,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37786,950,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37787,951,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37788,994,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37789,995,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37790,996,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37805,802,1,10,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.1,92.25,92.25,2013-06-26
37805,802,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37806,803,1,10,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.1,92.25,92.25,2013-06-26
37806,803,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37807,804,1,10,2013-06-15,2013-06-26,2013-06-22,2013-06-26,4.1,92.25,92.25,2013-06-26
37807,804,6,50,2013-06-15,2013-06-26,2013-06-22,2013-06-26,3.0,36.75,36.75,2013-06-26
37812,779,7,60,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.0,49.0,49.0,2013-07-16
37813,780,7,60,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.0,49.0,49.0,2013-07-16
37814,783,7,60,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.0,49.0,49.0,2013-07-16
37815,784,7,60,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.0,49.0,49.0,2013-07-16
37816,792,7,60,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.0,49.0,49.0,2013-07-16
37817,794,7,60,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.0,49.0,49.0,2013-07-16
37818,796,7,60,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.0,49.0,49.0,2013-07-16
37819,798,7,60,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.0,49.0,49.0,2013-07-16
37820,954,7,60,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.0,49.0,49.0,2013-07-16
37821,977,7,60,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.0,49.0,49.0,2013-07-16
37822,978,7,60,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.0,49.0,49.0,2013-07-16
37823,982,7,60,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.0,49.0,49.0,2013-07-16
37824,985,7,60,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.0,49.0,49.0,2013-07-16
37825,991,7,60,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.0,49.0,49.0,2013-07-16
37826,993,7,60,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.0,49.0,49.0,2013-07-16
37827,997,7,60,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.0,49.0,49.0,2013-07-16
37828,999,7,60,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.0,49.0,49.0,2013-07-16
37829,514,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37829,514,7,60,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.0,49.0,49.0,2013-07-16
37830,516,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37830,516,7,60,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.0,49.0,49.0,2013-07-16
37831,517,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37831,517,7,60,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.0,49.0,49.0,2013-07-16
37832,518,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37832,518,7,60,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.0,49.0,49.0,2013-07-16
37833,519,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37833,519,7,60,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.0,49.0,49.0,2013-07-16
37834,520,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37834,520,7,60,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.0,49.0,49.0,2013-07-16
37835,522,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37835,522,7,60,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.0,49.0,49.0,2013-07-16
37844,748,1,10,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.1,92.25,92.25,2013-07-16
37844,748,2,20,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.5,87.5,87.5,2013-07-16
37844,748,3,30,2013-06-16,2013-06-27,2013-06-16,2013-07-16,1.0,14.5,14.5,2013-07-16
37844,748,5,45,2013-06-16,2013-06-27,2013-06-16,2013-07-16,2.0,36.0,36.0,2013-07-16
37844,748,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37844,748,7,60,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.0,49.0,49.0,2013-07-16
37845,805,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37846,806,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37847,807,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37848,808,1,10,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.1,92.25,92.25,2013-07-16
37848,808,2,20,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.5,87.5,87.5,2013-07-16
37848,808,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37849,810,1,10,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.1,92.25,92.25,2013-07-16
37849,810,2,20,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.5,87.5,87.5,2013-07-16
37849,810,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37850,811,1,10,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.1,92.25,92.25,2013-07-16
37850,811,2,20,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.5,87.5,87.5,2013-07-16
37850,811,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37851,812,1,10,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.1,92.25,92.25,2013-07-16
37851,812,2,20,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.5,87.5,87.5,2013-07-16
37851,812,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37852,813,1,10,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.1,92.25,92.25,2013-07-16
37852,813,2,20,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.5,87.5,87.5,2013-07-16
37852,813,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37853,815,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37854,816,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37855,818,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37856,819,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37857,820,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37858,821,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37859,823,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37860,824,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37861,826,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37862,827,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37863,828,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37864,829,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37868,894,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37874,945,1,10,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.1,92.25,92.25,2013-07-16
37874,945,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37875,946,1,10,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.1,92.25,92.25,2013-07-16
37875,946,2,20,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.5,87.5,87.5,2013-07-16
37875,946,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37876,947,1,10,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.1,92.25,92.25,2013-07-16
37876,947,2,20,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.5,87.5,87.5,2013-07-16
37876,947,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37877,949,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37878,950,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37879,951,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37880,994,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37881,995,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37882,996,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37897,802,1,10,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.1,92.25,92.25,2013-07-16
37897,802,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37898,803,1,10,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.1,92.25,92.25,2013-07-16
37898,803,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37899,804,1,10,2013-06-16,2013-06-27,2013-06-16,2013-07-16,4.1,92.25,92.25,2013-07-16
37899,804,6,50,2013-06-16,2013-06-27,2013-06-16,2013-07-16,3.0,36.75,36.75,2013-07-16
37904,779,7,60,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.0,49.0,49.0,2013-06-28
37905,781,7,60,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.0,49.0,49.0,2013-06-28
37906,783,7,60,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.0,49.0,49.0,2013-06-28
37907,784,7,60,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.0,49.0,49.0,2013-06-28
37908,795,7,60,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.0,49.0,49.0,2013-06-28
37909,797,7,60,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.0,49.0,49.0,2013-06-28
37910,959,7,60,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.0,49.0,49.0,2013-06-28
37911,969,7,60,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.0,49.0,49.0,2013-06-28
37912,971,7,60,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.0,49.0,49.0,2013-06-28
37913,997,7,60,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.0,49.0,49.0,2013-06-28
37914,998,7,60,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.0,49.0,49.0,2013-06-28
37915,516,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37915,516,7,60,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.0,49.0,49.0,2013-06-28
37916,517,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37916,517,7,60,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.0,49.0,49.0,2013-06-28
37917,518,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37917,518,7,60,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.0,49.0,49.0,2013-06-28
37918,519,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37918,519,7,60,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.0,49.0,49.0,2013-06-28
37919,520,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37919,520,7,60,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.0,49.0,49.0,2013-06-28
37920,521,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37920,521,7,60,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.0,49.0,49.0,2013-06-28
37921,522,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37921,522,7,60,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.0,49.0,49.0,2013-06-28
37927,748,1,10,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.1,92.25,92.25,2013-06-28
37927,748,2,20,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.5,87.5,87.5,2013-06-28
37927,748,3,30,2013-06-17,2013-06-28,2013-06-26,2013-06-28,1.0,14.5,14.5,2013-06-28
37927,748,5,45,2013-06-17,2013-06-28,2013-06-26,2013-06-28,2.0,36.0,36.0,2013-06-28
37927,748,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37927,748,7,60,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.0,49.0,49.0,2013-06-28
37928,805,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37929,806,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37930,807,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37931,810,1,10,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.1,92.25,92.25,2013-06-28
37931,810,2,20,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.5,87.5,87.5,2013-06-28
37931,810,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37932,811,1,10,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.1,92.25,92.25,2013-06-28
37932,811,2,20,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.5,87.5,87.5,2013-06-28
37932,811,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37933,812,1,10,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.1,92.25,92.25,2013-06-28
37933,812,2,20,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.5,87.5,87.5,2013-06-28
37933,812,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37934,813,1,10,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.1,92.25,92.25,2013-06-28
37934,813,2,20,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.5,87.5,87.5,2013-06-28
37934,813,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37935,816,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37936,818,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37937,819,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37938,820,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37939,821,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37940,822,1,10,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.1,92.25,92.25,2013-06-28
37940,822,2,20,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.5,87.5,87.5,2013-06-28
37940,822,3,30,2013-06-17,2013-06-28,2013-06-26,2013-06-28,1.0,14.5,14.5,2013-06-28
37940,822,4,40,2013-06-17,2013-06-28,2013-06-26,2013-06-28,2.0,31.5,31.5,2013-06-28
37940,822,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37940,822,7,60,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.0,49.0,49.0,2013-06-28
37941,824,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37942,826,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37943,827,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37944,828,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37945,829,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37949,894,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37951,945,1,10,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.1,92.25,92.25,2013-06-28
37951,945,6,50,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.0,36.75,36.75,2013-06-28
37952,946,1,10,2013-06-17,2013-06-28,2013-06-26,2013-06-28,4.1,92.25,92.25,2013-06-28
37952,946,2,20,2013-06-17,2013-06-28,2013-06-26,2013-06-28,3.5,87.5,87.5,2013-06-28
