workorderid,productid,orderqty,scrappedqty,startdate,enddate,duedate,scrapreasonid,modifieddate
28809,529,10,0,2013-01-21,2013-01-31,2013-02-01,,2013-01-31
28810,532,40,0,2013-01-21,2013-01-31,2013-02-01,,2013-01-31
28811,533,10,0,2013-01-21,2013-01-31,2013-02-01,,2013-01-31
28812,534,10,0,2013-01-21,2013-01-31,2013-02-01,,2013-01-31
28813,802,1,0,2013-01-21,2013-02-06,2013-02-01,,2013-02-06
28814,803,1,0,2013-01-21,2013-02-06,2013-02-01,,2013-02-06
28815,804,8,0,2013-01-21,2013-02-06,2013-02-01,,2013-02-06
28816,316,20,0,2013-01-21,2013-01-31,2013-02-01,,2013-01-31
28817,331,20,0,2013-01-21,2013-01-31,2013-02-01,,2013-01-31
28818,350,10,0,2013-01-21,2013-01-31,2013-02-01,,2013-01-31
28819,531,10,0,2013-01-21,2013-01-31,2013-02-01,,2013-01-31
28820,761,1,0,2013-01-22,2013-02-02,2013-02-02,,2013-02-02
28821,763,1,0,2013-01-22,2013-02-02,2013-02-02,,2013-02-02
28822,770,1,0,2013-01-22,2013-02-02,2013-02-02,,2013-02-02
28823,782,1,0,2013-01-22,2013-02-02,2013-02-02,,2013-02-02
28824,783,1,0,2013-01-22,2013-02-02,2013-02-02,,2013-02-02
28825,784,1,0,2013-01-22,2013-02-02,2013-02-02,,2013-02-02
28826,789,1,0,2013-01-22,2013-02-02,2013-02-02,,2013-02-02
28827,795,1,0,2013-01-22,2013-02-02,2013-02-02,,2013-02-02
28828,796,2,0,2013-01-22,2013-02-02,2013-02-02,,2013-02-02
28829,516,3,0,2013-01-22,2013-02-02,2013-02-02,,2013-02-02
28830,517,3,0,2013-01-22,2013-02-02,2013-02-02,,2013-02-02
28831,519,4,0,2013-01-22,2013-02-02,2013-02-02,,2013-02-02
28832,680,2,0,2013-01-22,2013-02-01,2013-02-02,,2013-02-01
28833,718,1,0,2013-01-22,2013-02-01,2013-02-02,,2013-02-01
28834,726,1,0,2013-01-22,2013-02-01,2013-02-02,,2013-02-01
28835,730,1,0,2013-01-22,2013-02-01,2013-02-02,,2013-02-01
28836,738,1,0,2013-01-22,2013-02-01,2013-02-02,,2013-02-01
28837,743,1,0,2013-01-22,2013-02-01,2013-02-02,,2013-02-01
28838,746,1,0,2013-01-22,2013-02-01,2013-02-02,,2013-02-01
28839,747,1,0,2013-01-22,2013-02-02,2013-02-02,,2013-02-02
28840,806,10,0,2013-01-22,2013-02-02,2013-02-02,,2013-02-02
28841,810,3,0,2013-01-22,2013-02-02,2013-02-02,,2013-02-02
28842,811,3,0,2013-01-22,2013-02-02,2013-02-02,,2013-02-02
28843,813,4,0,2013-01-22,2013-02-02,2013-02-02,,2013-02-02
28844,816,3,0,2013-01-22,2013-02-02,2013-02-02,,2013-02-02
28845,818,3,0,2013-01-22,2013-02-02,2013-02-02,,2013-02-02
28846,820,4,0,2013-01-22,2013-02-02,2013-02-02,,2013-02-02
28847,824,3,0,2013-01-22,2013-02-02,2013-02-02,,2013-02-02
28848,826,3,0,2013-01-22,2013-02-02,2013-02-02,,2013-02-02
28849,828,4,0,2013-01-22,2013-02-02,2013-02-02,,2013-02-02
28850,840,1,0,2013-01-22,2013-02-01,2013-02-02,,2013-02-01
28851,894,10,0,2013-01-22,2013-02-02,2013-02-02,,2013-02-02
28852,945,10,0,2013-01-22,2013-02-02,2013-02-02,,2013-02-02
28853,950,10,0,2013-01-22,2013-02-02,2013-02-02,,2013-02-02
28854,994,3,0,2013-01-22,2013-02-02,2013-02-02,,2013-02-02
28855,995,3,0,2013-01-22,2013-02-02,2013-02-02,,2013-02-02
28856,996,4,0,2013-01-22,2013-02-02,2013-02-02,,2013-02-02
28857,3,100,0,2013-01-22,2013-02-01,2013-02-02,,2013-02-01
28858,324,20,0,2013-01-22,2013-02-01,2013-02-02,,2013-02-01
28859,327,10,0,2013-01-22,2013-02-01,2013-02-02,,2013-02-01
28860,328,6,0,2013-01-22,2013-02-01,2013-02-02,,2013-02-01
28861,329,14,0,2013-01-22,2013-02-01,2013-02-02,,2013-02-01
28862,398,10,0,2013-01-22,2013-02-01,2013-02-02,,2013-02-01
28863,399,10,0,2013-01-22,2013-02-01,2013-02-02,,2013-02-01
28864,400,6,0,2013-01-22,2013-02-01,2013-02-02,,2013-02-01
28865,401,14,0,2013-01-22,2013-02-01,2013-02-02,,2013-02-01
28866,529,10,0,2013-01-22,2013-02-01,2013-02-02,,2013-02-01
28867,532,40,1,2013-01-22,2013-02-01,2013-02-02,11.0,2013-02-01
28868,533,10,0,2013-01-22,2013-02-01,2013-02-02,,2013-02-01
28869,534,10,0,2013-01-22,2013-02-01,2013-02-02,,2013-02-01
28870,802,3,0,2013-01-22,2013-02-02,2013-02-02,,2013-02-02
28871,804,7,0,2013-01-22,2013-02-02,2013-02-02,,2013-02-02
28872,316,20,0,2013-01-22,2013-02-01,2013-02-02,,2013-02-01
28873,331,20,0,2013-01-22,2013-02-01,2013-02-02,,2013-02-01
28874,350,10,0,2013-01-22,2013-02-01,2013-02-02,,2013-02-01
28875,531,10,0,2013-01-22,2013-02-01,2013-02-02,,2013-02-01
28876,765,2,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28877,767,1,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28878,780,3,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28879,783,2,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28880,790,1,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28881,792,1,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28882,798,3,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28883,516,5,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28884,517,3,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28885,518,3,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28886,519,2,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28887,706,1,0,2013-01-23,2013-02-02,2013-02-03,,2013-02-02
28888,719,1,0,2013-01-23,2013-02-02,2013-02-03,,2013-02-02
28889,722,2,0,2013-01-23,2013-02-02,2013-02-03,,2013-02-02
28890,724,1,0,2013-01-23,2013-02-02,2013-02-03,,2013-02-02
28891,739,3,0,2013-01-23,2013-02-02,2013-02-03,,2013-02-02
28892,743,2,0,2013-01-23,2013-02-02,2013-02-03,,2013-02-02
28893,806,13,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28894,810,5,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28895,811,3,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28896,812,3,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28897,813,2,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28898,816,5,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28899,818,3,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28900,819,3,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28901,820,2,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28902,824,5,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28903,826,3,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28904,827,3,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28905,828,2,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28906,833,3,0,2013-01-23,2013-02-02,2013-02-03,,2013-02-02
28907,894,13,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28908,945,13,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28909,950,13,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28910,994,6,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28911,995,5,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28912,996,2,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28913,3,130,0,2013-01-23,2013-02-02,2013-02-03,,2013-02-02
28914,324,26,0,2013-01-23,2013-02-02,2013-02-03,,2013-02-02
28915,327,13,0,2013-01-23,2013-02-02,2013-02-03,,2013-02-02
28916,328,10,0,2013-01-23,2013-02-02,2013-02-03,,2013-02-02
28917,329,16,0,2013-01-23,2013-02-02,2013-02-03,,2013-02-02
28918,398,13,0,2013-01-23,2013-02-02,2013-02-03,,2013-02-02
28919,399,13,0,2013-01-23,2013-02-02,2013-02-03,,2013-02-02
28920,400,6,0,2013-01-23,2013-02-02,2013-02-03,,2013-02-02
28921,401,20,0,2013-01-23,2013-02-02,2013-02-03,,2013-02-02
28922,529,13,0,2013-01-23,2013-02-02,2013-02-03,,2013-02-02
28923,532,52,0,2013-01-23,2013-02-02,2013-02-03,,2013-02-02
28924,533,13,0,2013-01-23,2013-02-02,2013-02-03,,2013-02-02
28925,534,13,0,2013-01-23,2013-02-02,2013-02-03,,2013-02-02
28926,802,3,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28927,803,3,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28928,804,7,0,2013-01-23,2013-02-10,2013-02-03,,2013-02-10
28929,316,26,0,2013-01-23,2013-02-02,2013-02-03,,2013-02-02
28930,331,26,0,2013-01-23,2013-02-02,2013-02-03,,2013-02-02
28931,350,13,0,2013-01-23,2013-02-02,2013-02-03,,2013-02-02
28932,531,13,0,2013-01-23,2013-02-02,2013-02-03,,2013-02-02
28933,766,2,0,2013-01-24,2013-02-04,2013-02-04,,2013-02-04
28934,781,1,0,2013-01-24,2013-02-04,2013-02-04,,2013-02-04
28935,784,1,0,2013-01-24,2013-02-04,2013-02-04,,2013-02-04
28936,790,2,0,2013-01-24,2013-02-04,2013-02-04,,2013-02-04
28937,793,1,0,2013-01-24,2013-02-04,2013-02-04,,2013-02-04
28938,794,2,0,2013-01-24,2013-02-04,2013-02-04,,2013-02-04
28939,796,2,0,2013-01-24,2013-02-04,2013-02-04,,2013-02-04
28940,516,2,0,2013-01-24,2013-02-04,2013-02-04,,2013-02-04
28941,517,2,0,2013-01-24,2013-02-04,2013-02-04,,2013-02-04
28942,519,7,0,2013-01-24,2013-02-04,2013-02-04,,2013-02-04
28943,680,2,0,2013-01-24,2013-02-03,2013-02-04,,2013-02-03
28944,719,2,0,2013-01-24,2013-02-03,2013-02-04,,2013-02-03
28945,723,2,0,2013-01-24,2013-02-03,2013-02-04,,2013-02-03
28946,742,1,0,2013-01-24,2013-02-03,2013-02-04,,2013-02-03
28947,746,1,0,2013-01-24,2013-02-03,2013-02-04,,2013-02-03
28948,806,11,0,2013-01-24,2013-02-04,2013-02-04,,2013-02-04
28949,810,2,0,2013-01-24,2013-02-04,2013-02-04,,2013-02-04
28950,811,2,0,2013-01-24,2013-02-04,2013-02-04,,2013-02-04
28951,813,7,0,2013-01-24,2013-02-04,2013-02-04,,2013-02-04
28952,816,2,0,2013-01-24,2013-02-04,2013-02-04,,2013-02-04
28953,818,2,0,2013-01-24,2013-02-04,2013-02-04,,2013-02-04
28954,820,7,0,2013-01-24,2013-02-04,2013-02-04,,2013-02-04
28955,824,2,0,2013-01-24,2013-02-04,2013-02-04,,2013-02-04
28956,826,2,0,2013-01-24,2013-02-04,2013-02-04,,2013-02-04
28957,828,7,0,2013-01-24,2013-02-04,2013-02-04,,2013-02-04
28958,838,1,0,2013-01-24,2013-02-03,2013-02-04,,2013-02-03
28959,839,2,0,2013-01-24,2013-02-03,2013-02-04,,2013-02-03
28960,894,11,0,2013-01-24,2013-02-04,2013-02-04,,2013-02-04
28961,945,11,0,2013-01-24,2013-02-04,2013-02-04,,2013-02-04
28962,950,11,0,2013-01-24,2013-02-04,2013-02-04,,2013-02-04
28963,994,2,0,2013-01-24,2013-02-04,2013-02-04,,2013-02-04
28964,995,2,0,2013-01-24,2013-02-04,2013-02-04,,2013-02-04
28965,996,7,0,2013-01-24,2013-02-04,2013-02-04,,2013-02-04
28966,3,110,3,2013-01-24,2013-02-03,2013-02-04,11.0,2013-02-03
28967,324,22,0,2013-01-24,2013-02-03,2013-02-04,,2013-02-03
28968,327,11,0,2013-01-24,2013-02-03,2013-02-04,,2013-02-03
28969,328,4,0,2013-01-24,2013-02-03,2013-02-04,,2013-02-03
28970,329,18,0,2013-01-24,2013-02-03,2013-02-04,,2013-02-03
28971,398,11,0,2013-01-24,2013-02-03,2013-02-04,,2013-02-03
28972,399,11,0,2013-01-24,2013-02-03,2013-02-04,,2013-02-03
28973,400,4,0,2013-01-24,2013-02-03,2013-02-04,,2013-02-03
28974,401,18,0,2013-01-24,2013-02-03,2013-02-04,,2013-02-03
28975,529,11,0,2013-01-24,2013-02-03,2013-02-04,,2013-02-03
28976,532,44,0,2013-01-24,2013-02-03,2013-02-04,,2013-02-03
28977,533,11,0,2013-01-24,2013-02-03,2013-02-04,,2013-02-03
28978,534,11,0,2013-01-24,2013-02-03,2013-02-04,,2013-02-03
28979,802,2,0,2013-01-24,2013-02-04,2013-02-04,,2013-02-04
28980,804,9,0,2013-01-24,2013-02-04,2013-02-04,,2013-02-04
28981,316,22,0,2013-01-24,2013-02-03,2013-02-04,,2013-02-03
28982,331,22,0,2013-01-24,2013-02-03,2013-02-04,,2013-02-03
28983,350,11,0,2013-01-24,2013-02-03,2013-02-04,,2013-02-03
28984,531,11,0,2013-01-24,2013-02-03,2013-02-04,,2013-02-03
28985,759,1,0,2013-01-25,2013-02-14,2013-02-05,,2013-02-14
28986,764,1,0,2013-01-25,2013-02-14,2013-02-05,,2013-02-14
28987,791,1,0,2013-01-25,2013-02-14,2013-02-05,,2013-02-14
28988,517,2,0,2013-01-25,2013-02-14,2013-02-05,,2013-02-14
28989,519,1,0,2013-01-25,2013-02-14,2013-02-05,,2013-02-14
28990,720,1,0,2013-01-25,2013-02-04,2013-02-05,,2013-02-04
28991,727,1,0,2013-01-25,2013-02-04,2013-02-05,,2013-02-04
28992,728,1,0,2013-01-25,2013-02-04,2013-02-05,,2013-02-04
28993,806,3,0,2013-01-25,2013-02-14,2013-02-05,,2013-02-14
28994,811,2,0,2013-01-25,2013-02-14,2013-02-05,,2013-02-14
28995,813,1,0,2013-01-25,2013-02-14,2013-02-05,,2013-02-14
28996,818,2,0,2013-01-25,2013-02-14,2013-02-05,,2013-02-14
28997,820,1,0,2013-01-25,2013-02-14,2013-02-05,,2013-02-14
28998,826,2,0,2013-01-25,2013-02-14,2013-02-05,,2013-02-14
28999,828,1,0,2013-01-25,2013-02-14,2013-02-05,,2013-02-14
29000,894,3,0,2013-01-25,2013-02-14,2013-02-05,,2013-02-14
29001,945,3,0,2013-01-25,2013-02-14,2013-02-05,,2013-02-14
29002,950,3,0,2013-01-25,2013-02-14,2013-02-05,,2013-02-14
29003,994,2,0,2013-01-25,2013-02-14,2013-02-05,,2013-02-14
29004,996,1,0,2013-01-25,2013-02-14,2013-02-05,,2013-02-14
29005,3,30,0,2013-01-25,2013-02-04,2013-02-05,,2013-02-04
29006,324,6,0,2013-01-25,2013-02-04,2013-02-05,,2013-02-04
29007,327,3,0,2013-01-25,2013-02-04,2013-02-05,,2013-02-04
29008,329,6,0,2013-01-25,2013-02-04,2013-02-05,,2013-02-04
29009,398,3,0,2013-01-25,2013-02-04,2013-02-05,,2013-02-04
29010,399,3,0,2013-01-25,2013-02-04,2013-02-05,,2013-02-04
29011,400,4,0,2013-01-25,2013-02-04,2013-02-05,,2013-02-04
29012,401,2,0,2013-01-25,2013-02-04,2013-02-05,,2013-02-04
29013,529,3,0,2013-01-25,2013-02-04,2013-02-05,,2013-02-04
29014,532,12,0,2013-01-25,2013-02-04,2013-02-05,,2013-02-04
29015,533,3,0,2013-01-25,2013-02-04,2013-02-05,,2013-02-04
29016,534,3,0,2013-01-25,2013-02-04,2013-02-05,,2013-02-04
29017,802,2,0,2013-01-25,2013-02-14,2013-02-05,,2013-02-14
29018,804,1,0,2013-01-25,2013-02-14,2013-02-05,,2013-02-14
29019,316,6,0,2013-01-25,2013-02-04,2013-02-05,,2013-02-04
29020,331,6,0,2013-01-25,2013-02-04,2013-02-05,,2013-02-04
29021,350,3,0,2013-01-25,2013-02-04,2013-02-05,,2013-02-04
29022,531,3,0,2013-01-25,2013-02-04,2013-02-05,,2013-02-04
29023,760,1,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29024,768,1,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29025,779,1,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29026,780,1,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29027,782,1,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29028,783,1,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29029,784,1,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29030,790,1,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29031,793,1,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29032,795,1,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29033,801,1,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29034,516,5,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29035,517,2,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29036,518,1,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29037,519,3,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29038,719,1,0,2013-01-26,2013-02-05,2013-02-06,,2013-02-05
29039,729,1,0,2013-01-26,2013-02-05,2013-02-06,,2013-02-05
29040,736,1,0,2013-01-26,2013-02-05,2013-02-06,,2013-02-05
29041,739,1,0,2013-01-26,2013-02-05,2013-02-06,,2013-02-05
29042,743,1,0,2013-01-26,2013-02-05,2013-02-06,,2013-02-05
29043,746,1,0,2013-01-26,2013-02-05,2013-02-06,,2013-02-05
29044,747,1,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29045,748,1,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29046,806,11,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29047,810,5,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29048,811,2,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29049,812,1,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29050,813,3,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29051,816,5,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29052,818,2,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29053,819,1,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29054,820,3,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29055,824,5,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29056,826,2,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29057,827,1,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29058,828,3,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29059,836,1,0,2013-01-26,2013-02-05,2013-02-06,,2013-02-05
29060,838,1,0,2013-01-26,2013-02-05,2013-02-06,,2013-02-05
29061,840,1,0,2013-01-26,2013-02-05,2013-02-06,,2013-02-05
29062,894,11,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29063,945,11,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29064,950,11,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29065,994,3,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29066,995,5,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29067,996,3,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29068,3,110,0,2013-01-26,2013-02-05,2013-02-06,,2013-02-05
29069,324,22,0,2013-01-26,2013-02-05,2013-02-06,,2013-02-05
29070,327,11,0,2013-01-26,2013-02-05,2013-02-06,,2013-02-05
29071,328,10,0,2013-01-26,2013-02-05,2013-02-06,,2013-02-05
29072,329,12,0,2013-01-26,2013-02-05,2013-02-06,,2013-02-05
29073,398,11,0,2013-01-26,2013-02-05,2013-02-06,,2013-02-05
29074,399,11,0,2013-01-26,2013-02-05,2013-02-06,,2013-02-05
29075,400,4,0,2013-01-26,2013-02-05,2013-02-06,,2013-02-05
29076,401,18,0,2013-01-26,2013-02-05,2013-02-06,,2013-02-05
29077,529,11,0,2013-01-26,2013-02-05,2013-02-06,,2013-02-05
29078,532,44,0,2013-01-26,2013-02-05,2013-02-06,,2013-02-05
29079,533,11,0,2013-01-26,2013-02-05,2013-02-06,,2013-02-05
29080,534,11,0,2013-01-26,2013-02-05,2013-02-06,,2013-02-05
29081,802,2,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29082,803,1,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29083,804,8,0,2013-01-26,2013-02-06,2013-02-06,,2013-02-06
29084,316,22,0,2013-01-26,2013-02-05,2013-02-06,,2013-02-05
29085,331,22,0,2013-01-26,2013-02-05,2013-02-06,,2013-02-05
29086,350,11,0,2013-01-26,2013-02-05,2013-02-06,,2013-02-05
29087,531,11,0,2013-01-26,2013-02-05,2013-02-06,,2013-02-05
29088,764,1,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29089,769,1,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29090,770,1,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29091,779,1,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29092,784,1,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29093,789,3,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29094,790,2,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29095,791,2,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29096,793,1,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29097,796,1,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29098,801,1,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29099,516,2,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29100,517,3,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29101,518,1,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29102,519,9,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29103,680,1,0,2013-01-27,2013-02-06,2013-02-07,,2013-02-06
29104,718,3,0,2013-01-27,2013-02-06,2013-02-07,,2013-02-06
29105,719,2,0,2013-01-27,2013-02-06,2013-02-07,,2013-02-06
29106,720,2,0,2013-01-27,2013-02-06,2013-02-07,,2013-02-06
29107,727,1,0,2013-01-27,2013-02-06,2013-02-07,,2013-02-06
29108,737,1,0,2013-01-27,2013-02-06,2013-02-07,,2013-02-06
29109,738,1,0,2013-01-27,2013-02-06,2013-02-07,,2013-02-06
29110,746,1,0,2013-01-27,2013-02-06,2013-02-07,,2013-02-06
29111,748,1,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29112,806,15,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29113,810,2,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29114,811,3,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29115,812,1,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29116,813,9,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29117,816,2,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29118,818,3,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29119,819,1,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29120,820,9,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29121,824,2,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29122,826,3,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29123,827,1,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29124,828,9,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29125,836,1,0,2013-01-27,2013-02-06,2013-02-07,,2013-02-06
29126,838,1,0,2013-01-27,2013-02-06,2013-02-07,,2013-02-06
29127,894,15,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29128,945,15,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29129,950,15,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29130,994,4,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29131,995,2,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29132,996,9,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29133,3,150,0,2013-01-27,2013-02-06,2013-02-07,,2013-02-06
29134,324,30,0,2013-01-27,2013-02-06,2013-02-07,,2013-02-06
29135,327,15,0,2013-01-27,2013-02-06,2013-02-07,,2013-02-06
29136,328,4,0,2013-01-27,2013-02-06,2013-02-07,,2013-02-06
29137,329,26,0,2013-01-27,2013-02-06,2013-02-07,,2013-02-06
29138,398,15,0,2013-01-27,2013-02-06,2013-02-07,,2013-02-06
29139,399,15,0,2013-01-27,2013-02-06,2013-02-07,,2013-02-06
29140,400,6,0,2013-01-27,2013-02-06,2013-02-07,,2013-02-06
29141,401,24,0,2013-01-27,2013-02-06,2013-02-07,,2013-02-06
29142,529,15,0,2013-01-27,2013-02-06,2013-02-07,,2013-02-06
29143,532,60,0,2013-01-27,2013-02-06,2013-02-07,,2013-02-06
29144,533,15,0,2013-01-27,2013-02-06,2013-02-07,,2013-02-06
29145,534,15,0,2013-01-27,2013-02-06,2013-02-07,,2013-02-06
29146,802,3,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29147,803,1,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29148,804,11,0,2013-01-27,2013-02-08,2013-02-07,,2013-02-08
29149,316,30,0,2013-01-27,2013-02-06,2013-02-07,,2013-02-06
29150,331,30,0,2013-01-27,2013-02-06,2013-02-07,,2013-02-06
29151,350,15,0,2013-01-27,2013-02-06,2013-02-07,,2013-02-06
29152,531,15,0,2013-01-27,2013-02-06,2013-02-07,,2013-02-06
29153,760,1,0,2013-01-28,2013-02-08,2013-02-08,,2013-02-08
29154,762,1,0,2013-01-28,2013-02-08,2013-02-08,,2013-02-08
29155,765,1,0,2013-01-28,2013-02-08,2013-02-08,,2013-02-08
29156,768,1,0,2013-01-28,2013-02-08,2013-02-08,,2013-02-08
29157,783,1,0,2013-01-28,2013-02-08,2013-02-08,,2013-02-08
29158,789,1,0,2013-01-28,2013-02-08,2013-02-08,,2013-02-08
29159,790,1,0,2013-01-28,2013-02-08,2013-02-08,,2013-02-08
29160,516,1,0,2013-01-28,2013-02-08,2013-02-08,,2013-02-08
29161,517,4,0,2013-01-28,2013-02-08,2013-02-08,,2013-02-08
29162,519,2,0,2013-01-28,2013-02-08,2013-02-08,,2013-02-08
29163,718,1,0,2013-01-28,2013-02-07,2013-02-08,,2013-02-07
29164,719,1,0,2013-01-28,2013-02-07,2013-02-08,,2013-02-07
29165,722,1,0,2013-01-28,2013-02-07,2013-02-08,,2013-02-07
29166,725,1,0,2013-01-28,2013-02-07,2013-02-08,,2013-02-07
29167,729,1,0,2013-01-28,2013-02-07,2013-02-08,,2013-02-07
29168,736,1,0,2013-01-28,2013-02-07,2013-02-08,,2013-02-07
29169,743,1,0,2013-01-28,2013-02-07,2013-02-08,,2013-02-07
29170,806,7,0,2013-01-28,2013-02-08,2013-02-08,,2013-02-08
29171,810,1,0,2013-01-28,2013-02-08,2013-02-08,,2013-02-08
29172,811,4,0,2013-01-28,2013-02-08,2013-02-08,,2013-02-08
29173,813,2,0,2013-01-28,2013-02-08,2013-02-08,,2013-02-08
29174,816,1,0,2013-01-28,2013-02-08,2013-02-08,,2013-02-08
29175,818,4,0,2013-01-28,2013-02-08,2013-02-08,,2013-02-08
