transactionid,productid,referenceorderid,referenceorderlineid,transactiondate,transactiontype,quantity,actualcost,modifieddate
48255,716,48363,47,2012-10-30,S,4,31.2437,2012-10-30
48256,717,48363,15,2012-10-30,S,1,963.0091,2012-10-30
48257,718,48363,48,2012-10-30,S,3,963.0091,2012-10-30
48258,725,48363,44,2012-10-30,S,1,249.5428,2012-10-30
48259,726,48363,38,2012-10-30,S,1,249.5428,2012-10-30
48260,729,48363,31,2012-10-30,S,1,249.5428,2012-10-30
48261,760,48363,45,2012-10-30,S,5,563.7528,2012-10-30
48262,761,48363,41,2012-10-30,S,2,563.7528,2012-10-30
48263,762,48363,1,2012-10-30,S,6,563.7528,2012-10-30
48264,763,48363,13,2012-10-30,S,3,563.7528,2012-10-30
48265,764,48363,4,2012-10-30,S,3,563.7528,2012-10-30
48266,765,48363,17,2012-10-30,S,4,563.7528,2012-10-30
48267,766,48363,20,2012-10-30,S,1,563.7528,2012-10-30
48268,768,48363,30,2012-10-30,S,5,563.7528,2012-10-30
48269,770,48363,21,2012-10-30,S,2,563.7528,2012-10-30
48270,790,48363,35,2012-10-30,S,2,1759.212,2012-10-30
48271,791,48363,12,2012-10-30,S,1,1759.212,2012-10-30
48272,793,48363,10,2012-10-30,S,3,1570.725,2012-10-30
48273,794,48363,24,2012-10-30,S,3,1570.725,2012-10-30
48274,795,48363,36,2012-10-30,S,3,1570.725,2012-10-30
48275,797,48363,40,2012-10-30,S,10,720.315,2012-10-30
48276,798,48363,5,2012-10-30,S,1,720.315,2012-10-30
48277,799,48363,2,2012-10-30,S,1,720.315,2012-10-30
48278,801,48363,8,2012-10-30,S,4,720.315,2012-10-30
48279,813,48363,46,2012-10-30,S,2,80.9089,2012-10-30
48280,820,48363,34,2012-10-30,S,2,244.2444,2012-10-30
48281,822,48363,23,2012-10-30,S,2,400.1583,2012-10-30
48282,826,48363,43,2012-10-30,S,2,83.2981,2012-10-30
48283,835,48363,14,2012-10-30,S,4,400.1583,2012-10-30
48284,836,48363,27,2012-10-30,S,4,400.1583,2012-10-30
48285,841,48363,6,2012-10-30,S,2,38.9935,2012-10-30
48286,843,48363,28,2012-10-30,S,1,15.0,2012-10-30
48287,844,48363,39,2012-10-30,S,3,11.994,2012-10-30
48288,849,48363,33,2012-10-30,S,4,38.9935,2012-10-30
48289,850,48363,3,2012-10-30,S,2,38.9935,2012-10-30
48290,852,48363,9,2012-10-30,S,4,48.7435,2012-10-30
48291,853,48363,11,2012-10-30,S,2,48.7435,2012-10-30
48292,854,48363,49,2012-10-30,S,8,48.7435,2012-10-30
48293,855,48363,26,2012-10-30,S,6,58.4935,2012-10-30
48294,856,48363,16,2012-10-30,S,3,58.4935,2012-10-30
48295,857,48363,42,2012-10-30,S,5,58.4935,2012-10-30
48296,858,48363,19,2012-10-30,S,5,15.3063,2012-10-30
48297,859,48363,22,2012-10-30,S,6,15.3063,2012-10-30
48298,711,48364,7,2012-10-30,S,1,20.1865,2012-10-30
48299,761,48364,4,2012-10-30,S,2,563.7528,2012-10-30
48300,763,48364,5,2012-10-30,S,1,563.7528,2012-10-30
48301,765,48364,6,2012-10-30,S,3,563.7528,2012-10-30
48302,826,48364,1,2012-10-30,S,2,83.2981,2012-10-30
48303,852,48364,2,2012-10-30,S,4,48.7435,2012-10-30
48304,854,48364,3,2012-10-30,S,6,48.7435,2012-10-30
48305,780,48365,6,2012-10-30,S,1,1491.4221,2012-10-30
48306,781,48365,7,2012-10-30,S,2,1491.4221,2012-10-30
48307,782,48365,4,2012-10-30,S,3,1475.3507,2012-10-30
48308,783,48365,3,2012-10-30,S,2,1475.3507,2012-10-30
48309,861,48365,1,2012-10-30,S,2,24.6935,2012-10-30
48310,862,48365,2,2012-10-30,S,4,24.6935,2012-10-30
48311,863,48365,5,2012-10-30,S,3,24.6935,2012-10-30
48312,712,48366,4,2012-10-30,S,3,5.6187,2012-10-30
48313,715,48366,2,2012-10-30,S,3,31.2437,2012-10-30
48314,760,48366,1,2012-10-30,S,3,563.7528,2012-10-30
48315,762,48366,3,2012-10-30,S,1,563.7528,2012-10-30
48316,727,48367,2,2012-10-30,S,1,249.5428,2012-10-30
48317,736,48367,5,2012-10-30,S,1,226.8571,2012-10-30
48318,767,48367,1,2012-10-30,S,1,563.7528,2012-10-30
48319,795,48367,4,2012-10-30,S,1,1570.725,2012-10-30
48320,833,48367,3,2012-10-30,S,1,400.1583,2012-10-30
48321,738,48368,1,2012-10-30,S,1,226.8571,2012-10-30
48322,708,48369,5,2012-10-30,S,1,20.1865,2012-10-30
48323,714,48369,10,2012-10-30,S,5,31.2437,2012-10-30
48324,716,48369,9,2012-10-30,S,2,31.2437,2012-10-30
48325,743,48369,4,2012-10-30,S,3,907.9127,2012-10-30
48326,748,48369,6,2012-10-30,S,2,917.9363,2012-10-30
48327,814,48369,3,2012-10-30,S,1,258.0824,2012-10-30
48328,817,48369,7,2012-10-30,S,1,222.1591,2012-10-30
48329,843,48369,1,2012-10-30,S,1,15.0,2012-10-30
48330,844,48369,2,2012-10-30,S,5,11.994,2012-10-30
48331,859,48369,8,2012-10-30,S,3,15.3063,2012-10-30
48332,743,48370,13,2012-10-30,S,2,907.9127,2012-10-30
48333,748,48370,5,2012-10-30,S,1,917.9363,2012-10-30
48334,779,48370,20,2012-10-30,S,7,1491.4221,2012-10-30
48335,780,48370,8,2012-10-30,S,3,1491.4221,2012-10-30
48336,781,48370,1,2012-10-30,S,4,1491.4221,2012-10-30
48337,782,48370,9,2012-10-30,S,1,1475.3507,2012-10-30
48338,784,48370,10,2012-10-30,S,3,1475.3507,2012-10-30
48339,785,48370,2,2012-10-30,S,4,777.5928,2012-10-30
48340,786,48370,14,2012-10-30,S,2,777.5928,2012-10-30
48341,787,48370,3,2012-10-30,S,3,777.5928,2012-10-30
48342,788,48370,7,2012-10-30,S,6,777.5928,2012-10-30
48343,809,48370,6,2012-10-30,S,2,41.6553,2012-10-30
48344,810,48370,16,2012-10-30,S,3,80.9089,2012-10-30
48345,814,48370,11,2012-10-30,S,1,258.0824,2012-10-30
48346,815,48370,19,2012-10-30,S,2,44.9513,2012-10-30
48347,816,48370,15,2012-10-30,S,2,154.6785,2012-10-30
48348,823,48370,4,2012-10-30,S,1,64.9313,2012-10-30
48349,824,48370,18,2012-10-30,S,2,174.6585,2012-10-30
48350,825,48370,12,2012-10-30,S,1,242.1391,2012-10-30
48351,831,48370,21,2012-10-30,S,3,258.0824,2012-10-30
48352,861,48370,17,2012-10-30,S,1,24.6935,2012-10-30
48353,712,48371,5,2012-10-30,S,4,5.6187,2012-10-30
48354,715,48371,2,2012-10-30,S,2,31.2437,2012-10-30
48355,760,48371,4,2012-10-30,S,1,563.7528,2012-10-30
48356,761,48371,6,2012-10-30,S,1,563.7528,2012-10-30
48357,763,48371,8,2012-10-30,S,3,563.7528,2012-10-30
48358,765,48371,1,2012-10-30,S,2,563.7528,2012-10-30
48359,770,48371,7,2012-10-30,S,1,563.7528,2012-10-30
48360,826,48371,3,2012-10-30,S,3,83.2981,2012-10-30
48361,712,48372,1,2012-10-30,S,4,5.6187,2012-10-30
48362,715,48372,2,2012-10-30,S,3,31.2437,2012-10-30
48363,707,48373,20,2012-10-30,S,2,20.1865,2012-10-30
48364,708,48373,31,2012-10-30,S,6,20.1865,2012-10-30
48365,711,48373,14,2012-10-30,S,5,20.1865,2012-10-30
48366,712,48373,24,2012-10-30,S,3,5.6187,2012-10-30
48367,714,48373,13,2012-10-30,S,6,31.2437,2012-10-30
48368,715,48373,9,2012-10-30,S,2,31.2437,2012-10-30
48369,716,48373,21,2012-10-30,S,5,31.2437,2012-10-30
48370,748,48373,19,2012-10-30,S,2,917.9363,2012-10-30
48371,779,48373,15,2012-10-30,S,3,1491.4221,2012-10-30
48372,780,48373,10,2012-10-30,S,7,1491.4221,2012-10-30
48373,781,48373,3,2012-10-30,S,3,1491.4221,2012-10-30
48374,782,48373,6,2012-10-30,S,6,1475.3507,2012-10-30
48375,783,48373,5,2012-10-30,S,1,1475.3507,2012-10-30
48376,785,48373,11,2012-10-30,S,2,777.5928,2012-10-30
48377,786,48373,2,2012-10-30,S,4,777.5928,2012-10-30
48378,787,48373,18,2012-10-30,S,2,777.5928,2012-10-30
48379,788,48373,23,2012-10-30,S,3,777.5928,2012-10-30
48380,810,48373,27,2012-10-30,S,2,80.9089,2012-10-30
48381,814,48373,17,2012-10-30,S,2,258.0824,2012-10-30
48382,815,48373,28,2012-10-30,S,1,44.9513,2012-10-30
48383,816,48373,12,2012-10-30,S,2,154.6785,2012-10-30
48384,817,48373,25,2012-10-30,S,4,222.1591,2012-10-30
48385,823,48373,4,2012-10-30,S,3,64.9313,2012-10-30
48386,824,48373,22,2012-10-30,S,1,174.6585,2012-10-30
48387,825,48373,1,2012-10-30,S,2,242.1391,2012-10-30
48388,831,48373,7,2012-10-30,S,1,258.0824,2012-10-30
48389,832,48373,8,2012-10-30,S,4,258.0824,2012-10-30
48390,849,48373,26,2012-10-30,S,5,38.9935,2012-10-30
48391,852,48373,30,2012-10-30,S,2,48.7435,2012-10-30
48392,854,48373,32,2012-10-30,S,6,48.7435,2012-10-30
48393,856,48373,16,2012-10-30,S,3,58.4935,2012-10-30
48394,862,48373,29,2012-10-30,S,9,24.6935,2012-10-30
48395,760,48374,7,2012-10-30,S,3,563.7528,2012-10-30
48396,761,48374,2,2012-10-30,S,4,563.7528,2012-10-30
48397,762,48374,8,2012-10-30,S,3,563.7528,2012-10-30
48398,763,48374,3,2012-10-30,S,2,563.7528,2012-10-30
48399,765,48374,5,2012-10-30,S,2,563.7528,2012-10-30
48400,770,48374,4,2012-10-30,S,2,563.7528,2012-10-30
48401,826,48374,1,2012-10-30,S,2,83.2981,2012-10-30
48402,852,48374,6,2012-10-30,S,3,48.7435,2012-10-30
48403,854,48374,9,2012-10-30,S,3,48.7435,2012-10-30
48404,707,48375,36,2012-10-30,S,5,20.1865,2012-10-30
48405,708,48375,30,2012-10-30,S,2,20.1865,2012-10-30
48406,711,48375,18,2012-10-30,S,4,20.1865,2012-10-30
48407,712,48375,27,2012-10-30,S,10,5.6187,2012-10-30
48408,714,48375,40,2012-10-30,S,2,31.2437,2012-10-30
48409,715,48375,41,2012-10-30,S,12,31.2437,2012-10-30
48410,716,48375,45,2012-10-30,S,3,31.2437,2012-10-30
48411,742,48375,31,2012-10-30,S,3,917.9363,2012-10-30
48412,743,48375,33,2012-10-30,S,4,907.9127,2012-10-30
48413,747,48375,11,2012-10-30,S,2,907.9127,2012-10-30
48414,748,48375,10,2012-10-30,S,1,917.9363,2012-10-30
48415,779,48375,32,2012-10-30,S,4,1491.4221,2012-10-30
48416,781,48375,4,2012-10-30,S,1,1491.4221,2012-10-30
48417,782,48375,6,2012-10-30,S,1,1475.3507,2012-10-30
48418,783,48375,2,2012-10-30,S,2,1475.3507,2012-10-30
48419,785,48375,5,2012-10-30,S,1,777.5928,2012-10-30
48420,786,48375,16,2012-10-30,S,3,777.5928,2012-10-30
48421,787,48375,7,2012-10-30,S,2,777.5928,2012-10-30
48422,788,48375,1,2012-10-30,S,3,777.5928,2012-10-30
48423,802,48375,20,2012-10-30,S,2,109.6828,2012-10-30
48424,804,48375,24,2012-10-30,S,3,169.8226,2012-10-30
48425,806,48375,23,2012-10-30,S,3,75.6946,2012-10-30
48426,807,48375,9,2012-10-30,S,3,92.3002,2012-10-30
48427,808,48375,3,2012-10-30,S,3,29.9633,2012-10-30
48428,809,48375,19,2012-10-30,S,2,41.6553,2012-10-30
48429,815,48375,8,2012-10-30,S,2,44.9513,2012-10-30
48430,824,48375,13,2012-10-30,S,6,174.6585,2012-10-30
48431,825,48375,42,2012-10-30,S,2,242.1391,2012-10-30
48432,831,48375,28,2012-10-30,S,3,258.0824,2012-10-30
48433,832,48375,22,2012-10-30,S,4,258.0824,2012-10-30
48434,841,48375,25,2012-10-30,S,5,38.9935,2012-10-30
48435,843,48375,44,2012-10-30,S,4,15.0,2012-10-30
48436,844,48375,35,2012-10-30,S,6,11.994,2012-10-30
48437,849,48375,15,2012-10-30,S,9,38.9935,2012-10-30
48438,850,48375,38,2012-10-30,S,4,38.9935,2012-10-30
48439,852,48375,29,2012-10-30,S,4,48.7435,2012-10-30
48440,853,48375,12,2012-10-30,S,4,48.7435,2012-10-30
48441,854,48375,21,2012-10-30,S,4,48.7435,2012-10-30
48442,855,48375,39,2012-10-30,S,2,58.4935,2012-10-30
48443,856,48375,17,2012-10-30,S,3,58.4935,2012-10-30
48444,857,48375,26,2012-10-30,S,4,58.4935,2012-10-30
48445,858,48375,34,2012-10-30,S,6,15.3063,2012-10-30
48446,859,48375,14,2012-10-30,S,2,15.3063,2012-10-30
48447,862,48375,43,2012-10-30,S,6,24.6935,2012-10-30
48448,863,48375,37,2012-10-30,S,8,24.6935,2012-10-30
48449,770,48376,1,2012-10-30,S,3,563.7528,2012-10-30
48450,769,48377,1,2012-10-30,S,3,563.7528,2012-10-30
48451,707,48378,30,2012-10-30,S,4,20.1865,2012-10-30
48452,708,48378,1,2012-10-30,S,8,20.1865,2012-10-30
48453,711,48378,32,2012-10-30,S,7,20.1865,2012-10-30
48454,712,48378,31,2012-10-30,S,14,5.6187,2012-10-30
48455,714,48378,27,2012-10-30,S,3,31.2437,2012-10-30
48456,715,48378,11,2012-10-30,S,12,31.2437,2012-10-30
48457,716,48378,24,2012-10-30,S,7,31.2437,2012-10-30
48458,722,48378,16,2012-10-30,S,1,226.8571,2012-10-30
48459,725,48378,5,2012-10-30,S,1,249.5428,2012-10-30
48460,726,48378,10,2012-10-30,S,1,249.5428,2012-10-30
48461,729,48378,43,2012-10-30,S,2,249.5428,2012-10-30
48462,730,48378,26,2012-10-30,S,1,249.5428,2012-10-30
48463,738,48378,20,2012-10-30,S,4,226.8571,2012-10-30
48464,760,48378,2,2012-10-30,S,2,563.7528,2012-10-30
48465,761,48378,4,2012-10-30,S,4,563.7528,2012-10-30
48466,762,48378,12,2012-10-30,S,12,563.7528,2012-10-30
48467,763,48378,45,2012-10-30,S,5,563.7528,2012-10-30
48468,764,48378,46,2012-10-30,S,1,563.7528,2012-10-30
48469,765,48378,18,2012-10-30,S,2,563.7528,2012-10-30
48470,766,48378,28,2012-10-30,S,6,563.7528,2012-10-30
48471,768,48378,44,2012-10-30,S,3,563.7528,2012-10-30
48472,770,48378,14,2012-10-30,S,1,563.7528,2012-10-30
48473,789,48378,19,2012-10-30,S,3,1759.212,2012-10-30
48474,790,48378,40,2012-10-30,S,3,1759.212,2012-10-30
48475,793,48378,35,2012-10-30,S,3,1570.725,2012-10-30
48476,794,48378,7,2012-10-30,S,1,1570.725,2012-10-30
48477,797,48378,34,2012-10-30,S,2,720.315,2012-10-30
48478,798,48378,9,2012-10-30,S,2,720.315,2012-10-30
48479,801,48378,37,2012-10-30,S,4,720.315,2012-10-30
48480,819,48378,15,2012-10-30,S,2,183.8049,2012-10-30
48481,820,48378,29,2012-10-30,S,3,244.2444,2012-10-30
48482,822,48378,36,2012-10-30,S,3,400.1583,2012-10-30
48483,826,48378,42,2012-10-30,S,2,83.2981,2012-10-30
48484,841,48378,22,2012-10-30,S,2,38.9935,2012-10-30
48485,843,48378,33,2012-10-30,S,5,15.0,2012-10-30
48486,844,48378,17,2012-10-30,S,5,11.994,2012-10-30
48487,849,48378,41,2012-10-30,S,9,38.9935,2012-10-30
48488,850,48378,3,2012-10-30,S,3,38.9935,2012-10-30
48489,852,48378,25,2012-10-30,S,9,48.7435,2012-10-30
48490,853,48378,13,2012-10-30,S,6,48.7435,2012-10-30
48491,854,48378,21,2012-10-30,S,8,48.7435,2012-10-30
48492,855,48378,39,2012-10-30,S,2,58.4935,2012-10-30
48493,856,48378,38,2012-10-30,S,6,58.4935,2012-10-30
48494,857,48378,8,2012-10-30,S,2,58.4935,2012-10-30
48495,858,48378,23,2012-10-30,S,2,15.3063,2012-10-30
48496,859,48378,6,2012-10-30,S,2,15.3063,2012-10-30
48497,712,48379,2,2012-10-30,S,5,5.6187,2012-10-30
48498,715,48379,1,2012-10-30,S,2,31.2437,2012-10-30
48499,783,48379,5,2012-10-30,S,1,1475.3507,2012-10-30
48500,852,48379,4,2012-10-30,S,4,48.7435,2012-10-30
48501,854,48379,3,2012-10-30,S,2,48.7435,2012-10-30
48502,861,48379,6,2012-10-30,S,2,24.6935,2012-10-30
48503,862,48379,8,2012-10-30,S,4,24.6935,2012-10-30
48504,863,48379,7,2012-10-30,S,3,24.6935,2012-10-30
48505,739,48380,18,2012-10-30,S,2,917.9363,2012-10-30
48506,742,48380,12,2012-10-30,S,1,917.9363,2012-10-30
48507,743,48380,2,2012-10-30,S,1,907.9127,2012-10-30
48508,747,48380,7,2012-10-30,S,3,907.9127,2012-10-30
48509,748,48380,20,2012-10-30,S,2,917.9363,2012-10-30
48510,779,48380,22,2012-10-30,S,1,1491.4221,2012-10-30
48511,780,48380,24,2012-10-30,S,2,1491.4221,2012-10-30
48512,782,48380,3,2012-10-30,S,5,1475.3507,2012-10-30
48513,783,48380,10,2012-10-30,S,4,1475.3507,2012-10-30
48514,784,48380,14,2012-10-30,S,3,1475.3507,2012-10-30
48515,785,48380,8,2012-10-30,S,1,777.5928,2012-10-30
48516,786,48380,11,2012-10-30,S,1,777.5928,2012-10-30
48517,787,48380,25,2012-10-30,S,3,777.5928,2012-10-30
48518,788,48380,19,2012-10-30,S,1,777.5928,2012-10-30
48519,802,48380,16,2012-10-30,S,3,109.6828,2012-10-30
48520,805,48380,27,2012-10-30,S,1,25.308,2012-10-30
48521,806,48380,26,2012-10-30,S,2,75.6946,2012-10-30
48522,807,48380,6,2012-10-30,S,3,92.3002,2012-10-30
48523,808,48380,1,2012-10-30,S,2,29.9633,2012-10-30
48524,809,48380,5,2012-10-30,S,1,41.6553,2012-10-30
48525,814,48380,4,2012-10-30,S,1,258.0824,2012-10-30
48526,824,48380,23,2012-10-30,S,2,174.6585,2012-10-30
48527,825,48380,21,2012-10-30,S,2,242.1391,2012-10-30
48528,831,48380,17,2012-10-30,S,5,258.0824,2012-10-30
48529,832,48380,13,2012-10-30,S,6,258.0824,2012-10-30
48530,862,48380,9,2012-10-30,S,4,24.6935,2012-10-30
48531,863,48380,15,2012-10-30,S,3,24.6935,2012-10-30
48532,712,48381,6,2012-10-30,S,2,5.6187,2012-10-30
48533,715,48381,3,2012-10-30,S,1,31.2437,2012-10-30
48534,780,48381,5,2012-10-30,S,1,1491.4221,2012-10-30
48535,781,48381,9,2012-10-30,S,1,1491.4221,2012-10-30
48536,852,48381,2,2012-10-30,S,2,48.7435,2012-10-30
48537,854,48381,8,2012-10-30,S,4,48.7435,2012-10-30
48538,861,48381,7,2012-10-30,S,1,24.6935,2012-10-30
48539,862,48381,4,2012-10-30,S,4,24.6935,2012-10-30
48540,863,48381,1,2012-10-30,S,6,24.6935,2012-10-30
48541,805,48382,1,2012-10-30,S,1,25.308,2012-10-30
48542,743,48383,2,2012-10-30,S,2,907.9127,2012-10-30
48543,779,48383,3,2012-10-30,S,1,1491.4221,2012-10-30
48544,817,48383,4,2012-10-30,S,1,222.1591,2012-10-30
48545,861,48383,1,2012-10-30,S,2,24.6935,2012-10-30
48546,739,48384,3,2012-10-30,S,2,917.9363,2012-10-30
48547,742,48384,18,2012-10-30,S,5,917.9363,2012-10-30
48548,743,48384,5,2012-10-30,S,6,907.9127,2012-10-30
48549,747,48384,13,2012-10-30,S,1,907.9127,2012-10-30
48550,748,48384,24,2012-10-30,S,4,917.9363,2012-10-30
48551,779,48384,4,2012-10-30,S,7,1491.4221,2012-10-30
48552,780,48384,20,2012-10-30,S,6,1491.4221,2012-10-30
48553,781,48384,27,2012-10-30,S,3,1491.4221,2012-10-30
48554,782,48384,9,2012-10-30,S,4,1475.3507,2012-10-30
48555,783,48384,8,2012-10-30,S,6,1475.3507,2012-10-30
48556,784,48384,28,2012-10-30,S,5,1475.3507,2012-10-30
48557,785,48384,17,2012-10-30,S,3,777.5928,2012-10-30
48558,786,48384,22,2012-10-30,S,4,777.5928,2012-10-30
48559,787,48384,21,2012-10-30,S,2,777.5928,2012-10-30
48560,788,48384,6,2012-10-30,S,3,777.5928,2012-10-30
48561,802,48384,19,2012-10-30,S,1,109.6828,2012-10-30
48562,804,48384,11,2012-10-30,S,5,169.8226,2012-10-30
48563,806,48384,26,2012-10-30,S,9,75.6946,2012-10-30
48564,807,48384,14,2012-10-30,S,4,92.3002,2012-10-30
48565,808,48384,15,2012-10-30,S,2,29.9633,2012-10-30
48566,809,48384,12,2012-10-30,S,2,41.6553,2012-10-30
48567,814,48384,29,2012-10-30,S,3,258.0824,2012-10-30
48568,815,48384,25,2012-10-30,S,5,44.9513,2012-10-30
48569,824,48384,23,2012-10-30,S,10,174.6585,2012-10-30
48570,825,48384,1,2012-10-30,S,8,242.1391,2012-10-30
48571,831,48384,7,2012-10-30,S,4,258.0824,2012-10-30
48572,832,48384,10,2012-10-30,S,8,258.0824,2012-10-30
48573,857,48384,30,2012-10-30,S,1,58.4935,2012-10-30
48574,862,48384,16,2012-10-30,S,4,24.6935,2012-10-30
48575,863,48384,2,2012-10-30,S,6,24.6935,2012-10-30
48576,760,48385,4,2012-10-30,S,2,563.7528,2012-10-30
48577,761,48385,2,2012-10-30,S,2,563.7528,2012-10-30
48578,762,48385,1,2012-10-30,S,4,563.7528,2012-10-30
48579,763,48385,3,2012-10-30,S,4,563.7528,2012-10-30
48580,765,48385,6,2012-10-30,S,1,563.7528,2012-10-30
48581,770,48385,5,2012-10-30,S,2,563.7528,2012-10-30
48582,707,48386,28,2012-10-30,S,3,20.1865,2012-10-30
48583,711,48386,41,2012-10-30,S,6,20.1865,2012-10-30
48584,712,48386,15,2012-10-30,S,2,5.6187,2012-10-30
48585,714,48386,27,2012-10-30,S,3,31.2437,2012-10-30
48586,715,48386,17,2012-10-30,S,2,31.2437,2012-10-30
48587,716,48386,39,2012-10-30,S,2,31.2437,2012-10-30
48588,725,48386,9,2012-10-30,S,7,249.5428,2012-10-30
48589,726,48386,34,2012-10-30,S,1,249.5428,2012-10-30
48590,729,48386,13,2012-10-30,S,3,249.5428,2012-10-30
48591,730,48386,22,2012-10-30,S,1,249.5428,2012-10-30
48592,759,48386,10,2012-10-30,S,2,563.7528,2012-10-30
48593,760,48386,12,2012-10-30,S,2,563.7528,2012-10-30
48594,761,48386,20,2012-10-30,S,2,563.7528,2012-10-30
48595,762,48386,29,2012-10-30,S,3,563.7528,2012-10-30
48596,763,48386,1,2012-10-30,S,5,563.7528,2012-10-30
48597,764,48386,37,2012-10-30,S,2,563.7528,2012-10-30
48598,765,48386,26,2012-10-30,S,1,563.7528,2012-10-30
48599,766,48386,19,2012-10-30,S,4,563.7528,2012-10-30
48600,768,48386,32,2012-10-30,S,1,563.7528,2012-10-30
48601,769,48386,18,2012-10-30,S,3,563.7528,2012-10-30
48602,770,48386,40,2012-10-30,S,1,563.7528,2012-10-30
48603,789,48386,25,2012-10-30,S,3,1759.212,2012-10-30
48604,790,48386,21,2012-10-30,S,3,1759.212,2012-10-30
48605,792,48386,14,2012-10-30,S,2,1570.725,2012-10-30
48606,793,48386,3,2012-10-30,S,4,1570.725,2012-10-30
48607,794,48386,33,2012-10-30,S,2,1570.725,2012-10-30
48608,795,48386,31,2012-10-30,S,3,1570.725,2012-10-30
48609,796,48386,7,2012-10-30,S,4,1570.725,2012-10-30
48610,798,48386,16,2012-10-30,S,3,720.315,2012-10-30
48611,800,48386,8,2012-10-30,S,2,720.315,2012-10-30
48612,801,48386,38,2012-10-30,S,2,720.315,2012-10-30
48613,819,48386,24,2012-10-30,S,1,183.8049,2012-10-30
48614,820,48386,5,2012-10-30,S,1,244.2444,2012-10-30
48615,822,48386,23,2012-10-30,S,1,400.1583,2012-10-30
48616,826,48386,36,2012-10-30,S,2,83.2981,2012-10-30
48617,835,48386,4,2012-10-30,S,3,400.1583,2012-10-30
48618,836,48386,35,2012-10-30,S,4,400.1583,2012-10-30
48619,849,48386,6,2012-10-30,S,3,38.9935,2012-10-30
48620,852,48386,30,2012-10-30,S,5,48.7435,2012-10-30
48621,854,48386,2,2012-10-30,S,1,48.7435,2012-10-30
48622,856,48386,11,2012-10-30,S,5,58.4935,2012-10-30
48623,743,48387,6,2012-10-30,S,1,907.9127,2012-10-30
48624,748,48387,3,2012-10-30,S,2,917.9363,2012-10-30
48625,784,48387,1,2012-10-30,S,1,1475.3507,2012-10-30
48626,814,48387,2,2012-10-30,S,1,258.0824,2012-10-30
48627,817,48387,5,2012-10-30,S,2,222.1591,2012-10-30
48628,861,48387,4,2012-10-30,S,2,24.6935,2012-10-30
48629,862,48388,2,2012-10-30,S,2,24.6935,2012-10-30
48630,863,48388,1,2012-10-30,S,6,24.6935,2012-10-30
48631,739,48389,18,2012-10-30,S,3,917.9363,2012-10-30
48632,742,48389,17,2012-10-30,S,4,917.9363,2012-10-30
48633,743,48389,22,2012-10-30,S,2,907.9127,2012-10-30
48634,747,48389,28,2012-10-30,S,3,907.9127,2012-10-30
48635,748,48389,30,2012-10-30,S,3,917.9363,2012-10-30
48636,779,48389,26,2012-10-30,S,4,1491.4221,2012-10-30
48637,780,48389,16,2012-10-30,S,8,1491.4221,2012-10-30
48638,781,48389,2,2012-10-30,S,9,1491.4221,2012-10-30
48639,782,48389,20,2012-10-30,S,4,1475.3507,2012-10-30
48640,783,48389,13,2012-10-30,S,7,1475.3507,2012-10-30
48641,784,48389,27,2012-10-30,S,4,1475.3507,2012-10-30
48642,785,48389,11,2012-10-30,S,4,777.5928,2012-10-30
48643,786,48389,10,2012-10-30,S,4,777.5928,2012-10-30
48644,787,48389,14,2012-10-30,S,3,777.5928,2012-10-30
48645,788,48389,15,2012-10-30,S,4,777.5928,2012-10-30
48646,802,48389,7,2012-10-30,S,4,109.6828,2012-10-30
48647,804,48389,9,2012-10-30,S,3,169.8226,2012-10-30
48648,805,48389,25,2012-10-30,S,1,25.308,2012-10-30
48649,806,48389,19,2012-10-30,S,2,75.6946,2012-10-30
48650,807,48389,12,2012-10-30,S,2,92.3002,2012-10-30
48651,808,48389,8,2012-10-30,S,4,29.9633,2012-10-30
48652,809,48389,6,2012-10-30,S,7,41.6553,2012-10-30
48653,814,48389,4,2012-10-30,S,1,258.0824,2012-10-30
48654,815,48389,3,2012-10-30,S,1,44.9513,2012-10-30
48655,824,48389,21,2012-10-30,S,8,174.6585,2012-10-30
48656,825,48389,24,2012-10-30,S,6,242.1391,2012-10-30
48657,831,48389,1,2012-10-30,S,8,258.0824,2012-10-30
48658,832,48389,5,2012-10-30,S,8,258.0824,2012-10-30
48659,862,48389,23,2012-10-30,S,6,24.6935,2012-10-30
48660,863,48389,29,2012-10-30,S,6,24.6935,2012-10-30
48661,712,48390,7,2012-10-30,S,4,5.6187,2012-10-30
48662,715,48390,6,2012-10-30,S,2,31.2437,2012-10-30
48663,761,48390,4,2012-10-30,S,4,563.7528,2012-10-30
48664,762,48390,2,2012-10-30,S,1,563.7528,2012-10-30
48665,763,48390,3,2012-10-30,S,1,563.7528,2012-10-30
48666,765,48390,8,2012-10-30,S,1,563.7528,2012-10-30
48667,770,48390,10,2012-10-30,S,1,563.7528,2012-10-30
48668,835,48390,9,2012-10-30,S,1,400.1583,2012-10-30
48669,852,48390,1,2012-10-30,S,2,48.7435,2012-10-30
48670,854,48390,5,2012-10-30,S,1,48.7435,2012-10-30
48671,782,48391,4,2012-10-30,S,1,1475.3507,2012-10-30
48672,783,48391,3,2012-10-30,S,2,1475.3507,2012-10-30
48673,861,48391,2,2012-10-30,S,1,24.6935,2012-10-30
48674,862,48391,1,2012-10-30,S,2,24.6935,2012-10-30
48675,707,48392,50,2012-10-30,S,1,20.1865,2012-10-30
48676,708,48392,2,2012-10-30,S,13,20.1865,2012-10-30
